temperature,humidity,soil_moisture,light,ec,ph,irrigate,amount_liters
24.367182020405163,58.682040923334924,63.799898659398224,638.1445683721739,1.7472801030110412,6.77085486654463,0,0.0
34.16214320896857,56.645604811570166,31.070719735922694,459.2924535341931,1.237044437905145,6.241775565579056,1,2.839392039611596
30.443897010793886,48.807695625143005,40.79838166219317,964.4985248639408,1.3158980624305399,5.793198415948279,1,1.3802427506710242
28.177194231349624,70.3633335050744,59.796838211469094,218.97845098423818,1.4516778204523044,6.604962679915139,0,0.0
20.652316887521422,63.831208025431444,48.925360671468795,587.8564159989406,1.5091333359123709,6.128017203524943,0,0.0
20.651906845715445,83.28504961620018,64.31426231809363,700.2100149902226,1.6056545230263601,6.391941225178746,0,0.0
18.98742140685939,41.60547902410291,77.67247407337157,825.5644893453816,1.638650072408736,5.660897935260908,0,0.0
32.7249944781739,72.19339637775632,26.99280126291185,406.9710304280071,2.13929086371884,6.447375984273989,1,3.4510798105632223
28.21895519963455,78.14744392557806,62.57406298388366,686.9219076574815,2.273932977065103,6.060325733417686,0,0.0
30.037233822532773,77.97432845941535,33.820649337926874,303.2014713842828,1.7721980203158898,6.001284624577742,1,2.426902599310969
18.349936403028643,84.30369835477626,44.868603644454154,435.4760923618203,3.2682410498018206,6.969873368166702,0,0.0
34.488467486753905,76.45168714147471,21.971763547708388,895.6271312033992,2.3828493083473865,6.148645964140371,1,4.204235467843741
32.15152489360717,86.39050308238481,28.15444293756194,949.9076093309543,2.968692320083517,6.517057567173602,1,3.276833559365709
21.609764881530694,56.632829991044574,39.18663734293398,718.8173469272647,3.3105945810521082,6.441591303360761,0,0.0
21.091024442520713,65.16047083757715,40.5191483172791,374.35189077618503,1.407837786439513,5.656455326327737,0,0.0
21.117876667508376,40.70398316414453,73.97511298772574,820.057789974664,2.0696862092890864,6.621891305596474,0,0.0
23.172118130312143,40.34787936516456,64.5087745559909,25.86708172542018,2.083026004286522,5.984738805150365,0,0.0
26.92085933774804,52.00633102257599,78.33097809122246,102.74591053942106,1.8861806260958853,6.698409323795103,0,0.0
25.34306531691597,45.04035985695426,55.94429062011443,661.3737363753611,1.0222646663790997,6.411461173923073,0,0.0
22.950895383366714,53.01056839678768,34.50282392547908,291.2485752700574,3.0399302694452377,5.975637234930234,1,2.324576411178138
28.40149921028045,48.85216472641987,39.659301795298575,951.3862184004778,1.278898303884757,6.034439440496606,1,1.5511047307052137
20.37139563108471,41.42600124193241,39.190155397518026,436.0606120923047,3.4887014948043973,6.5972610544995405,0,0.0
22.966459025098708,85.46520732030247,39.589659659795096,429.364820389177,2.9323962297779538,6.3250889726843225,0,0.0
24.22815133599276,40.41115656944458,60.37785038670894,678.0795101909313,2.4500250440162863,6.502526561006973,0,0.0
25.75318973168961,76.80410721685428,51.84847568542497,767.5685623061896,1.3865160443539937,5.737477481612783,0,0.0
31.34799134368123,47.60739434597583,43.12545068519866,475.5587381251365,2.2884824284831176,6.680465008342628,1,1.0311823972202012
21.394454296692114,85.61148109998,28.945386123722997,214.00090171172414,1.6527718521445223,5.980586978372552,1,3.1581920814415505
26.741985453031397,84.63979697949429,21.328349776528754,773.3086427256216,1.6308063113576736,6.42979190073651,1,4.300747533520687
28.07104767065472,72.69505731846286,33.13008065526155,320.3512748736276,3.0738231234562137,5.672019737863013,1,2.5304879017107673
18.78965701623996,73.61170749003026,26.448284238120877,175.1107692938576,1.9516110598985867,5.98213036173545,1,3.5327573642818684
28.328262482324455,40.266957098484426,67.12670185113436,631.6401899250133,2.1268095084770104,6.473300939599962,0,0.0
20.898910102683956,89.2435783056801,26.749877468833123,90.4536669903504,3.107411844450296,5.911309198435376,1,3.4875183796750315
19.105877080749753,83.89163017879072,63.45369423841017,971.3526750860549,1.2194765642971064,6.8204682951247255,0,0.0
34.13105413330666,84.7553112865046,43.13952138656496,632.3972644121369,2.486544632727624,6.49184259916513,1,1.0290717920152563
34.415744562267506,72.9622268525436,24.40270338462656,985.8955209217559,2.4455392034325945,6.805417589945193,1,3.839594492306016
31.742754917979838,57.239346432726826,68.76380296589514,338.89342347863607,2.063036423166688,6.093086053376681,0,0.0
23.1784340759473,84.68243245452405,54.7778342141968,971.2051611903979,3.0744366035602324,5.550977713937012,0,0.0
19.660425938108524,54.57584640755962,34.14569077181439,145.5622477286236,3.3572251533392317,6.364209945032654,1,2.378146384227842
29.63196145070667,68.13557716711014,73.68087045996008,40.694772347028454,2.1633396547840267,6.0087902540880584,0,0.0
25.48259239357322,44.98654861719412,22.715498832233088,32.984060454602556,2.1403676274959995,6.17228256388353,1,4.092675175165037
20.07464999236124,86.09778150663752,32.109176491865774,464.8703705992271,2.255159324176862,6.521665320884123,1,2.6836235262201336
26.418007471891592,47.038522888560664,65.12281566835166,83.00419747859478,2.807810077082654,6.550997000606308,0,0.0
18.584604858958713,51.244840286520365,62.56267581859335,512.1678841676018,2.670150726747406,5.541334622298723,0,0.0
33.458446835339295,67.90670790641074,37.35630162346868,327.50050350890047,1.5570873730172177,6.6539540092594205,1,1.8965547564796976
22.39925968720029,78.20465001064908,23.721492521166986,335.6289924741156,1.1597383714983582,6.240278372434118,1,3.941776121824952
29.26287883401769,70.96756529681494,71.48468433349663,635.6089965451698,3.3731353245419733,6.335048159986825,0,0.0
23.299088293519986,51.60669564000781,38.82185828419416,163.09800615162018,1.6526743993342607,5.946991277784779,0,0.0
26.841156360022783,40.04715212637451,31.74280489569591,766.553370339731,2.5964917117264794,6.131250679000871,1,2.738579265645613
