temperature,humidity,soil_moisture,light,ec,ph
32.19231652731604,89.25023644462865,37.09586383403118,964.6254576686628,3.0850644295811636,6.779885427099655
19.781533774287787,77.11275449657859,22.589788650184538,123.4138484669235,3.198157289442976,6.597917303266522
30.658888188551803,73.98625801414565,70.9745846595798,387.99501166010475,1.85467960902194,6.9250216114475585
24.128514216356855,80.06816275349374,62.109416689499945,943.3461441332072,1.406625233804171,5.636645296787715
24.108284242737223,62.53801690063979,48.292084979748886,623.7394967099593,2.0290244156863357,6.469089717933736
28.357052470508577,51.393303236466394,44.58198010792777,510.37379389295444,3.2551459854235154,6.302334836705346
24.694252368500273,89.62883902077488,59.335316899516656,614.895911576551,2.429411705027364,6.768940170399378
24.954234367635276,59.95769001330025,24.21779325742888,211.35032809380695,1.6008751732986601,6.190887224813752
26.66834096302331,51.93694397097436,42.861983844225,212.03324752485076,1.3437795848727168,6.313838561146399
30.072515886560247,71.41853290737372,56.341301819823265,151.55065710966963,1.034372336743487,5.670654077360375
34.328945828496344,72.45922722561698,47.33951551523495,620.6078124936694,2.453204509651271,5.73848966029692
25.762558851961934,45.16500166648538,24.137047170929584,547.7213134096869,2.65761708735273,6.595927793875236
25.270075858047353,53.05784240769486,60.446719657613095,27.957059074365297,2.5715814938099104,5.849818818853529
19.928882919039495,68.95982093179975,58.71483899422713,200.55262064367608,2.4652702786903467,6.883203109410019
21.70428077889091,40.79608430709827,75.91864764094075,168.60832504358936,1.2844364136015598,6.062486524512349
34.277025174154595,42.56232313896342,64.68643519270947,668.0962329972594,2.944025442734307,6.929669752600541
34.036962246874715,65.73116506703397,60.105808248998045,698.6869769204003,2.8522728124817,6.29387793352546
32.99101277966046,46.99065455545976,23.316987741724333,304.34983122754676,1.5715288328929118,5.7933313715287325
28.988979560857686,76.46434784670663,37.158377575285705,178.53525854645758,2.1805034122453693,5.983690811927073
21.635021806220344,41.48484523204151,22.15982171233938,822.1763069378227,1.0482157662494744,6.16708085084898
28.826144234716267,71.88966856163213,41.477921894846105,975.1899299914489,3.4806997077957718,6.498859321845849
20.36548628374336,60.9201285879184,55.557755478399834,706.8687146947777,1.2824123227355746,5.69824644265309
25.797969195191165,89.40044748271112,66.03754121202749,452.6478627429131,1.934665669780779,6.461721997128253
32.85567414765741,71.20564727592017,51.20018300494858,793.6561973707289,1.0790952141110774,5.961251443044362
22.39365519974025,77.02263189678709,57.63782352234484,902.9801872032215,2.665769282690631,6.335879914150704
29.302468661963037,76.28102678136551,48.63485004201665,236.28651322222316,3.3238646536381427,6.404892581670831
32.66546371262831,43.895256544428115,23.470422034660103,307.9828382412716,2.7837521550964324,6.804324575265206
20.53041707175172,58.520703093697776,63.62624868714002,914.5169944044949,1.8553526672136045,6.235882971723318
27.570149288702545,44.48420907154624,42.99540112762699,72.5060399073162,2.741503837879169,6.344455639002318
20.70563948482351,44.91487595975531,21.9702786362802,584.8684390245384,2.3240626928753936,6.269398602241297
20.939213751899086,65.55072103509497,69.79307711063284,213.6929329774211,1.474768817703318,6.146317483320766
19.768390336833928,59.05033116353356,22.859621439735548,729.5137118062589,2.2097281082066855,6.413204048658467
21.449939081002842,54.859219603904734,78.4588038061764,141.62466564340681,1.8924624115990907,6.515151619340839
25.738218044289095,89.23178279353569,72.29777472302803,666.8290575781934,3.2273816490966647,6.447348697119166
31.50777357587969,47.88478563712532,42.48951338285828,35.512032838809326,2.7054087734323233,6.457401281366559
34.84398557667329,59.47300695523727,29.059647641620735,672.4536418062344,3.3075496091292527,6.190348557498202
31.68529240986769,44.341579397177604,69.43330013098864,493.601927215645,2.358857311326981,5.996682501018734
24.41606189717918,74.7960829005175,76.5488533347648,568.2076600071074,2.18578767956683,6.420583126392719
26.76753623557127,56.57990538173652,37.44599271315914,363.83189954943,2.043094966206284,6.696894364430362
19.001281663325315,44.146601291312656,41.688898452321375,459.0991431225446,3.3636917427448085,6.262005657695116
30.088626665451486,51.409828593771955,32.159192206404356,374.130962052296,1.9486758014429253,6.331658636470211
19.232632827759815,83.88668878815032,31.26171099247638,172.32936529944587,1.6296695497780465,6.09926748312271
33.004396892807954,82.278327459352,62.44607217028928,973.8583060998513,2.99215298415708,6.017109139886199
30.342982915631495,87.69234487703577,31.995162798860335,704.1340795407365,2.6861193935565373,6.795161215974251
32.16722561150985,58.29801266726612,54.894664744674245,745.2109585670883,1.6557625922124988,6.250669614135018
30.073921625103495,58.500956400258524,34.47628748077723,412.54166098752233,1.0407450210223086,6.772851565917283
29.85630860947126,41.0246462390024,43.69001769655296,675.6236401710846,1.0416989568541761,6.351386859662019
33.81174765793893,86.8379704288968,24.54392414074786,299.5568436224939,1.2451042436084028,5.944001445009761
32.98843673057381,68.60080937482635,25.907989475309343,787.5161372474961,2.583570678348737,6.681087446680824
19.614523716039788,82.54314746498818,62.65813352253599,382.0925285357272,1.0023464999805003,6.005136100764644
25.760439093035842,62.25036505042263,26.45075243331894,851.7641182806985,1.143943001798412,5.953879512461191
26.37629936156295,76.79448324932355,40.70233033594273,413.07818142288454,1.282964368372596,5.514496238133389
19.852549566909147,41.50784838598034,64.31074197370803,651.4277096928636,3.1355789100551505,6.280618952176361
20.613485834649744,72.5397933979691,26.564608595551498,403.80501134649063,3.1343158039491668,5.571969926798671
34.73282856621069,55.986242967085815,74.20912719690534,337.14567924064585,2.9752236259200684,5.795493922812589
22.61652261310313,59.647285230049306,20.31309560800863,976.8566459016678,2.235740163649665,5.643093603229778
33.25158207261431,59.530472181013494,35.00960232242187,892.8708697835928,3.2344364886953674,5.569606733992207
20.79198897390944,74.76817059162846,38.86453723468903,426.3188915684764,2.232333402532555,5.8255618774722935
20.250091010555018,68.75034377517642,26.142686706790588,598.3423119104934,2.8602362827968753,6.123284657630919
23.39500784537843,50.49882371832512,59.6084500606335,479.1449866257805,2.793242786465142,6.456593219380795
23.22618350003558,80.558169250302,46.48676883158213,718.4641232820541,2.5536471167331856,6.394121824879674
25.17493817482481,67.18472277346427,36.58422275536407,740.4565160153718,1.8840470440780974,6.882010006190189
23.626938643613027,46.85342066389953,59.2744364359382,99.73900878752973,2.85581569676079,5.62508447183943
27.657281339661196,71.04900249515325,34.502415940990225,244.67841464260476,2.2012431831510497,6.29466911326378
19.619839246539524,61.83761548784234,70.15028474675998,236.09737730713164,2.1634729063099605,6.62777622125088
31.565617242470204,54.168737728079506,36.379109602849766,120.09709370826049,2.7738586249435,6.54985263554115
22.567158298124777,47.08617739731637,44.980228504700946,474.63963509534045,1.4692284209106425,6.187393745473436
33.49405351968015,84.99870017195954,75.89152992262281,220.21843956723686,2.1430500792454374,5.536055733909036
33.32964765431959,62.55911075397433,30.21008280145223,264.243884465738,1.5484423160150125,5.979047755889127
18.269582605971486,66.44757890338504,45.965825861419255,894.6322675477624,1.4445032508521636,6.64098661947863
32.512598181698415,54.76778809547412,58.547173298265754,985.340597733811,1.8958622606309845,6.409558126789683
29.485304952390933,52.96637368872341,61.13454354416702,549.2722861673116,1.4621725549764104,5.989977235870677
18.64056496959314,46.61731959523031,35.6159377835024,782.5610323474024,1.9386831343421589,5.552719201958826
23.252113157984596,52.84391136597586,42.441787553434224,59.13778356321065,1.297529295589713,6.664195565776703
27.592241364206927,64.08198576876552,26.67954921514132,301.10626619792924,2.1309807714909352,6.694370635851259
28.09931970069747,73.35854264787353,44.8426955054129,894.2817821442794,2.829384607649776,5.611155957426032
29.573827932494986,69.48145148051496,44.151965650185176,444.24956434727125,2.8824176062783167,5.898767726170939
28.75134102503695,45.81438822210107,61.23602020975437,438.65061925452375,2.106297871080724,5.866798109138954
33.957942322215146,46.08732670226068,63.657470384762966,901.315161471845,1.820048705163689,5.737214886183274
30.531033076596678,55.50231866525681,34.507116603879474,232.8147527073664,2.6387945846956775,5.96692731029003
30.662543671100963,64.58016142640837,57.475746925221436,781.5007613891162,1.2955260795244525,6.192613930955905
19.851055119937495,52.27079204811425,37.36221477822468,541.7768296643316,3.055965046684327,6.047715285039944
26.39179963419523,71.36263405667077,36.63089201595447,696.307410956606,3.225413035462825,6.87082509187376
32.73476761322697,42.275913007006245,60.44220923826765,152.64979930801593,2.785121423423324,6.988176851933813
18.31033683061018,62.892575534913284,25.782581765331862,273.65633111684696,1.6788850792043082,6.6925579486963755
21.109363252589624,69.47998858698327,73.57093440412771,805.5620552542764,1.2096710658425713,6.023514697089629
19.915557927449044,59.84095491990331,35.0339569568985,8.823086677665625,2.356708455970959,6.587011137431699
32.50606020660092,57.80987083714589,47.19221593160293,207.06176328504623,2.5701427083344495,5.7215566789636085
18.823720529637825,55.90598746070164,65.86817084241527,908.0757431370815,2.0387580127012024,5.971192046013775
26.49029121772461,47.69159585216912,26.59735589154005,50.68314413183539,3.12343387176214,6.037184115676666
26.5525277728617,59.56871745617704,69.11235293310945,30.61065984560807,3.030724986849693,5.740175520540085
31.000361295949745,87.29610982270167,41.451563873326876,130.61142562462948,1.5083254902652754,6.898742916706037
23.907141587114403,65.82042012097301,42.800957477653164,958.4020829362754,1.1326403955849962,5.852293746442494
33.83412184240897,57.03999572964186,34.71426866681695,355.0717187388457,1.643650970329045,6.255729340363336
23.08650056897441,40.29347274676934,39.96911904639594,570.4348519436957,2.1479018043264673,5.840974955242231
27.36920122420179,62.65808603585886,34.094354673003664,816.886754461916,2.1451681408819567,5.5682538470053675
18.97843941315786,51.12020366204672,43.830896394791736,688.6116898931601,1.4014434978258477,5.969124738479589
28.120215640808937,77.24860400899044,59.64798966237887,270.8983566264009,2.9582118035915697,6.035929432018332
28.931750567005274,51.22185246167717,52.87980406596136,947.2192435494311,1.552522400234353,6.789536992226162
30.600298553903976,57.392705819389406,64.3267769189381,634.7597256775614,2.1433668533711576,6.97670691707974
19.68151505698477,77.49279570166743,76.0492002419252,640.6525177954651,1.6054278931397046,6.872068215528033
23.86118508454339,40.319977490095184,62.141153677128685,564.4674705915263,1.9291359978555092,5.701506333186766
29.7173184920508,86.38131504921682,24.561299294204904,733.9837897596525,1.6004008696940972,6.106780376908508
21.096754204872486,41.41928720941966,61.2983137110253,278.1401976568979,2.3086733750505686,6.905283638619322
18.043201126246167,57.50220598617351,20.452530274990693,939.9209098777671,3.199838921983462,5.563609920126378
22.548420791633347,80.44443147583596,77.64713775462062,315.8749158216593,3.099879123112563,6.744729450673929
29.88516995929093,40.110995045568366,33.0510390044943,162.4686810407041,1.3245566693284858,6.590694667234523
25.121884743604106,62.8685816541027,42.7111525156749,625.6233732767419,3.393099945708625,5.5628145470304755
23.42427425870385,66.22173520656716,31.747202444955157,879.6077243363694,3.225990344428931,5.880701384181758
21.60730897347152,76.01577777451743,72.61835173572683,831.7452594940777,1.7319271908793956,6.082625557448841
23.321428794637992,89.10441760485506,42.7080390899812,746.0532952089129,2.3951317207752405,5.600706453430889
24.297478106104833,49.68965680311387,49.9081008977645,345.28622229929863,2.9557681992024163,5.6799278180670925
20.2454055459489,68.20330787055148,75.86719585907554,184.2557117400715,1.44993670583931,5.685478323793647
29.514091173444044,88.91037136138851,52.98290515899006,913.1422810300911,3.2336630816281744,5.5467114756019305
26.666714261623518,84.20227375879882,30.91717546857557,111.97012911585047,2.9625379694823897,6.321089136426369
32.576243191507174,79.33652300332481,70.85882811636819,191.80189887278442,2.1499908670093246,5.666231312579907
18.00618417789799,75.85534883840319,31.534522778499472,417.3022694801922,1.032439388229758,5.523600532504839
31.245464980440865,69.26506093363625,35.56800388742151,467.2567191320216,2.4111682448491165,5.794409434286119
31.469018024239436,48.127603177818486,71.86156792424198,714.1242867690778,2.501260506280857,6.759669156603972
19.09037400846787,58.6660595495602,74.34431054145979,444.5310819277869,1.4963828564483965,6.892852302746556
25.31032333234318,83.23821908462838,50.34104285745185,182.19700321896747,2.2421953638876815,6.955171792420449
23.89091408442591,88.56090784154402,43.12616982816644,846.0774133562644,1.806834529295314,5.960293518615331
32.3084791202289,79.79949539037119,72.25366398774845,642.5866497921496,1.0692927546840896,5.855227121726253
26.230117266798924,70.13100033616497,34.732497422426746,711.9794932197224,1.1823787147020943,6.357585927538505
22.399263969057333,63.21296605859908,59.48010122102494,759.5974671883816,1.6340087752326837,5.940275948608081
19.98773529296411,67.3716052333219,43.85727124126177,293.7607242604648,1.2418217207488533,5.8605200814200415
28.474443886259557,59.32768596765285,24.615590066662016,378.5074396149447,1.6418916131088186,6.228414759698964
23.979409419029018,49.177750707320165,32.60134305941638,560.7048743769628,2.2736669529971056,6.1265951084984955
26.728781926064652,87.31475409858548,64.08029646040318,316.35320797645363,2.2667946017591634,6.994766210258466
24.163048982069725,88.96387519100001,53.68209287951986,987.7898734105102,1.5820607862892464,6.116790060403366
34.671486315595644,77.52492199973064,75.71221675579898,633.5344818906547,1.5212885342979054,6.0396238313751605
24.896659916036718,47.62203810634679,36.17559177000003,878.5788570627313,1.7552203627526743,5.848687119822792
31.657697460841923,69.30758981460856,74.27272685695388,999.2884178545282,2.653935775699654,6.040321148130958
29.5059485746138,87.19838295610153,38.330075886454786,78.73027629735884,1.416906557943168,6.315160813910125
22.5586530690443,46.12407859322065,43.91379517139205,552.127392760491,2.7962084718901945,6.255621212488563
26.515605182040364,72.65376960169422,20.82130050879656,817.7191576087099,2.627671880960694,5.876876599408783
24.88357181712122,66.26163962153078,39.28602897674425,584.260621586954,3.2147980777524294,6.046211326071214
30.380244175084513,53.234287427577634,49.86607846282136,370.00134888474236,2.7645507245641614,6.503493971132285
24.174570938673078,75.42499776666497,41.712308523666294,359.9155466920648,2.1297142429015854,5.542578018822103
32.92259723259599,59.807534944534865,68.13755656922903,857.0864810374438,3.362098125328667,6.648226586593633
25.83198332414521,75.1076791533396,35.50769112799351,927.4682611409052,3.214058859563198,6.785864596852517
33.908886671703684,85.19412360044876,51.52018424003134,118.07588951353387,1.1684223392797688,5.861372617374015
32.453224051026595,78.87883348393206,54.24409438496744,903.3417440914197,1.283933628050771,5.97273494821464
23.353989435110883,50.96081322434241,67.54642783449296,335.4123656175272,1.3746126759995767,6.310183470662647
26.252161296066927,75.85907380785937,21.227663600635246,970.5380213541605,1.839657439496664,6.515512996592848
24.87814979169512,43.18951841621176,43.43221326206465,856.5974049702044,1.7716168515322663,6.636905156994153
34.77087312117505,50.401204951237595,63.69560178800784,520.8516708659404,2.3386069149915323,6.702000890192434
25.948778234446465,85.43914372988272,42.463501090870075,170.2971066191692,2.61634550706812,5.616513653331842
