temperature,humidity,soil_moisture,light,ec,ph,deficiency_class,label
21.26302167309039,57.64688401967458,37.25682812901967,801.8380456904532,3.286054709880507,6.460185068005301,0,0
22.800224046292197,47.57711933436642,16.513107609263493,682.9691370648674,2.6433532230029058,6.025948857044256,1,1
28.031302396561145,46.92494326515546,28.42998376949781,404.9907490062084,3.5093547654260497,6.748421218528615,1,1
25.942930119773116,66.83532618209867,18.448571015099887,815.1058487048778,3.2520593466727914,6.722320768889795,2,2
22.72813238406273,57.90572658000856,37.64865244240539,495.8506657268427,1.5777534585211135,6.97774739750876,0,0
23.976411602813247,62.1081947051273,39.34483741332704,398.0522048094029,3.871662431803209,5.740721549791616,3,3
18.713744570457468,47.49653864017524,14.733092155165792,929.6105408420386,2.935744642147834,6.830884394480937,1,1
22.6000197932257,56.63488115516914,31.939621273808317,867.6977976231797,1.6010989077778213,5.560558814949524,3,3
22.558268243690037,45.16282319596887,37.83519589076404,790.4106108237867,0.2319224162724848,7.304417023673954,2,2
27.42079929866093,40.48792219306608,13.710066690658044,633.4426594809822,0.1349652983421108,6.342735665120742,3,3
22.653938179876253,56.73596973486909,35.75826081558301,444.00433234797686,3.745723284359943,7.421251531716797,1,1
29.81091999903797,41.655952901293006,23.07181567785675,955.5091382761476,1.9487053573090576,5.78326262127955,3,3
25.149520159034005,55.252011529165785,30.45717954705431,795.0790772301619,2.8740783025299974,7.082028496584605,3,3
25.621674934593862,63.3070529490873,12.898339588780214,360.06512849826674,2.574562685705826,6.439136933225353,1,1
26.437463004603146,62.78879212145965,15.75964039376285,720.5709299537816,0.4710407352603076,7.131364779720247,1,1
26.312731060691604,43.55921982581872,39.58417972250021,810.4689024640044,0.6069548645153588,5.620880323564368,3,3
23.76041968850245,48.86332709725632,22.524163355064417,271.050815730232,1.7852052072144677,6.334763298641599,0,0
29.551327975501405,47.6092181754488,26.06722093759469,430.0082817892245,3.949541969466648,6.795018345874338,0,0
18.83906270551193,60.289855299765335,34.362909957379216,858.4831807297046,0.7038555442479132,6.424960167164548,1,1
29.60668838126657,63.83220953279585,22.01587865514154,392.3098670191527,2.532260214538301,6.47412594164998,1,1
25.005929365368026,60.49345061714273,25.431723759259462,782.2047553976336,1.6917651884077305,5.7880531830338455,1,1
29.061902959084456,50.25464142397048,32.916797189941136,407.8464376712409,0.568075553336976,5.596808436765427,1,1
24.487180100279165,54.19791252431522,31.775297470317277,315.5842327577429,2.224422907285797,6.482370434570717,3,3
28.091522114169173,49.79962260061997,15.381924331801937,960.1724470023572,2.2668044083692687,7.124927889334861,3,3
23.6645357540458,63.85716339789072,36.63270517840854,639.0212204918589,0.1965480166560044,6.757488076188704,3,3
22.53314744608535,60.51746762101494,34.58495209881558,953.5980962424328,1.3550237845192021,5.928590270804435,3,3
28.35525213690068,58.78689044880876,24.272273124992477,983.2705596321504,3.0639072061031785,6.617171621734209,3,3
26.73736529545814,69.3215433455417,34.637479930249114,675.850366860471,2.6746200702047367,6.477156305328164,3,3
21.64391699850596,44.63954592526696,25.56142941338361,876.6598451711551,2.873874292784965,7.356387699797879,0,0
27.919926147723004,45.71553695730758,13.954959092072505,350.04293973302634,0.24566799274629,7.238331714158997,1,1
22.36241695632983,64.38755197882037,31.974364187272197,569.1928711630135,1.3713756871210356,6.698407516268625,1,1
18.571027529953668,44.85585189817796,36.52879218980392,634.4387802400471,0.6957216683014512,5.612742947904879,3,3
25.38325185385868,67.56147988423399,22.834631420593773,932.3415349542586,0.1602371818521764,7.248271015204402,1,1
20.827521033200725,65.13944817179197,23.12992334423776,649.324486057995,1.441356646945124,6.115909165359356,1,1
22.556437207360847,61.881705055592505,33.17869149480116,267.528665395089,2.818340691598177,5.870640376042745,1,1
28.29087179085388,43.76651211891974,22.021785374089376,563.074243387708,0.8182072930877248,7.403226146906632,0,0
29.573300714376916,62.43184852450351,37.54884285459292,993.3683506020894,3.118043600414838,6.824773389047479,0,0
18.91604672231001,44.43625970964736,13.907011533548616,547.9559147060293,0.9769321832448012,7.337534323463509,1,1
29.89187783877444,68.5283557676888,28.700829402814605,782.0635374402226,2.427027279174951,6.193642409372636,2,2
25.71301042375405,43.30211207528323,11.158963336401248,419.1890311022123,0.7616495435010696,5.978796797252119,3,3
23.573556541587028,59.56626249157213,39.797176602190106,890.0009117891813,0.6891058696665842,6.484408338038515,1,1
20.907733459783543,69.65965138291486,16.58060180070305,448.7648690445277,2.457737541033602,7.235169182649369,1,1
21.13752986840653,42.797622999810486,31.90207586569718,243.9817178001726,3.9088511258619456,7.341428461684606,3,3
21.568323674276368,65.95136347874009,36.96423984459608,333.3277102127528,0.897677441450389,7.3318556249861055,1,1
24.28970893332943,50.56190134388186,39.446354042325694,319.4868231179959,1.186890510021962,6.961696147597811,3,3
26.480010311767867,62.17147943138248,30.896343232588205,386.4555612539168,0.8729132166209608,7.193811993242039,1,1
27.773634368081844,57.108657043381,33.13762387443259,605.2040494580285,1.4229026150102193,6.956845965241883,3,3
19.69769761591595,53.2702825064823,10.076349776888703,794.2500540667832,3.923215042862773,6.619615881905354,1,1
28.108533787137244,47.97210144844303,39.094176016080525,327.49001403413047,2.416723526436616,7.095556367696034,0,0
21.685705642899546,63.92402784038067,39.617686239607984,387.6229214469953,3.8777187676103866,7.343527747230741,3,3
20.338804905363844,57.14486529817373,38.804790843051705,951.0328298138984,1.251063397448803,7.364882362995514,2,2
25.02487254366777,50.68720834608232,37.44823043322047,259.8841760577235,2.131676862890616,5.526232598714064,3,3
22.599705147233166,66.91818413127737,37.969007801365706,809.9115843845469,1.8241309709062103,7.449511416141308,2,2
18.735050431161905,66.03441122020614,11.385427103347412,379.1886092420307,0.086482163995663,6.214135783251385,3,3
27.2900453371056,41.72725759862981,11.25699661145921,741.7343709101477,3.44111928546475,6.514510562837026,1,1
29.990886104906263,68.13763607774416,32.383672811092005,711.343799780007,0.9562548908506328,7.301299206511723,1,1
26.10031028426196,54.89752145559,15.631040935858085,483.94918653374725,0.3722938475810058,6.04585350613031,1,1
26.700656016920533,50.340842086274975,21.47420270119389,835.3220982490413,3.80831612993544,6.413025365027719,3,3
24.814788786171285,44.43553232791064,26.52221752294001,466.0603519742414,0.2533066049627646,6.329977650848103,0,0
22.155752283737613,67.69843167541686,34.29530127849523,250.72236122583567,2.278366341386486,7.101544998892641,3,3
22.80220928151113,42.96090858329773,36.65755797515368,872.3226132380848,0.278254216401931,7.497374386873277,3,3
21.140405452853724,51.375988116257005,18.979307445082604,719.0449433826534,1.9520945073359708,5.764544963188216,3,3
20.84172305533407,65.00192042939781,30.924767697834284,764.7870760282256,3.9266649464620382,7.396907672485521,1,1
24.093117510750737,55.37905634986226,30.32899378508077,897.8231273670391,1.009641311875359,6.626938570458286,0,0
19.85007998937201,40.9773191540589,20.284680316031302,449.47860623551776,2.5573700536356765,7.084476702341856,0,0
28.093896794447065,66.74359188201335,12.14018554533606,253.67179354899287,1.1584098896318316,6.450440804300227,1,1
21.203605268761205,68.03210260940055,37.62363972012233,895.6625732919646,2.455020890152012,6.806609085324858,2,2
20.204337768278634,57.74945774737421,36.03925026970883,872.482128951212,3.2570785389920793,5.832478990965426,0,0
23.07490238718296,53.311683828686526,33.17413091356664,852.8294317977419,0.953959590093143,5.5859842431362345,1,1
22.160177734581985,46.998234516714206,11.552982459382347,921.7123873855388,3.513523481998678,5.942638088208475,0,0
21.58461405492053,46.243710255310944,14.20253260765136,743.5245099553683,1.6896890886047093,6.388069639413176,1,1
23.78484024790752,55.82465214480951,39.80327969182172,659.2749353582228,0.8860355676385158,6.290347739594706,0,0
27.42749520003681,55.24960782027532,23.4970697131758,323.39185990843083,2.467770168887097,7.164702218791663,1,1
29.01241412397461,68.10215694904998,39.32560594142309,471.86427999292346,0.3196222205477034,5.727620677190008,1,1
25.88920848092615,56.17522885092035,28.25440941574312,762.7378851202285,1.0888169329870219,6.587476749167558,1,1
29.96776590899869,59.3085947184757,18.31051881459944,624.26705874267,2.535202479331418,5.540029544731995,1,1
26.16075916261717,63.79066412400184,28.696506077519395,690.8447398237024,1.2077856510347829,5.530083926247528,1,1
23.59062103746534,59.411730762785496,32.627833165206724,485.4158853128838,2.873502521050849,6.026823298045095,0,0
25.02371997803156,62.009790799684325,15.423906323809778,753.8430395852055,3.4183117975117323,6.038316746247616,2,2
28.19085690383874,69.16711751195584,34.35109142627985,257.71550227255125,2.4240840837990065,6.448558598504384,1,1
29.05103163759164,54.94960072917718,13.56330866153242,833.1512381357526,2.795708196899053,6.958054996605125,3,3
20.667180131487346,40.47599106922667,39.08853028899861,874.0339452040324,1.3144961618737931,5.780903328827937,3,3
25.34454976038309,66.86063387981528,20.954004774430057,459.1361733165016,0.7068603629778404,5.82082344231815,2,2
27.796877649119004,51.69589754276927,32.14454060292621,951.153297155162,1.3330071029385753,6.285107162095221,2,2
27.97304868412917,49.5005547594973,29.496863388319625,867.6988374179331,2.8422117425944085,6.643074508448418,2,2
18.163359066834488,52.45952414802421,31.4921740849426,260.356096760108,0.6750502796962796,7.148048153368673,0,0
21.209200660984877,61.087645286840015,19.001754473830644,919.1744391752924,3.6189065699429728,6.214440416857059,2,2
18.47767535733569,45.59476507280531,26.34042133993408,794.395690116235,0.9817325994481392,7.181256550600588,1,1
21.77660049520583,47.12544219742536,29.602187920924035,889.0720910750513,1.5109071891166277,6.25038334915924,1,1
28.88508597424912,40.84667030369534,14.437749384865866,737.0790728558932,1.9269524496208912,6.099907018656617,1,1
20.103428397815136,66.84882424292202,16.488790630584756,895.4617909009668,3.4402726421050263,6.63973573472845,3,3
22.29327102708481,44.705549002716246,39.47058459478206,753.4079753053084,0.8673686190077302,6.846866644578587,1,1
21.60092485290652,64.39419843188101,25.296461131960548,910.375882858486,3.285516246867715,6.284028412323448,1,1
29.979442733568312,66.47137103061321,26.82132782129875,258.10645407214565,3.9898513485797777,5.716377231053025,2,2
27.780700866822382,41.61572851441996,31.28526897443587,434.7703169094413,3.2730696336068714,6.775305965978475,1,1
24.490756405552503,41.55901336994734,20.936533720524647,497.7693929402623,1.3540538841210972,6.866454264757397,0,0
19.15554368265569,63.828418564950624,24.67808160197311,760.4320297389772,1.5245193792878338,6.604061995739523,1,1
28.212443162700204,54.606883887961175,29.720824889390578,338.53086423948247,0.8935609556605404,6.1023911175477945,3,3
28.0514985236794,59.05426107699255,36.90260256680483,442.46050034174925,0.0159867409198426,7.068133552898956,3,3
26.668854344933536,67.28486530447812,22.460057266149164,442.68131305292746,1.7119870358786424,6.483351792394017,1,1
29.006762787486046,40.64277843105975,30.168329707787198,311.06140759663765,1.4269280629672885,6.520078473194175,1,1
29.159451078867217,48.71404476773364,13.936174051571845,695.710430755392,3.804247687740779,6.983423687379794,2,2
